date,recipient,amount,lobbyist,employer
02/05/2015,NA,$1000.00,John Doerrer,John Doerrer
01/27/2015,NA,$1500.00,John Doerrer,John Doerrer
01/27/2015,NA,$500.00,John Doerrer,John Doerrer
09/07/2015,NA,$250.00,John Doerrer,John Doerrer
01/27/2015,NA,$250.00,John Doerrer,John Doerrer
06/26/2015,NA,$150.00,John Doerrer,John Doerrer
05/26/2015,NA,$250.00,John Doerrer,John Doerrer
02/05/2015,NA,$500.00,John Doerrer,John Doerrer
11/16/2015,Lopez,$150.00,Joseph Pilewski,Joseph Pilewski
01/26/2015,Holmes,$250.00,John Dunn,McGuireWoods Consulting
02/11/2015,Reilly,$1000.00,John Dunn,McGuireWoods Consulting
02/20/2015,Austin,$1000.00,John Dunn,McGuireWoods Consulting
01/15/2015,Pope,$500.00,John Dunn,McGuireWoods Consulting
01/15/2015,Moore,$500.00,John Dunn,McGuireWoods Consulting
04/01/2015,NA,$250.00,John Dunn,McGuireWoods Consulting
01/23/2015,NA,$500.00,John Dunn,McGuireWoods Consulting
01/26/2015,Ervin,$250.00,John Dunn,McGuireWoods Consulting
01/26/2015,O'Connor,$500.00,John Dunn,McGuireWoods Consulting
02/13/2015,Mitts,$500.00,John Dunn,McGuireWoods Consulting
08/26/2015,Solis,$500.00,John Dunn,McGuireWoods Consulting
01/26/2015,Harris,$250.00,John Dunn,McGuireWoods Consulting
08/26/2015,Mendoza,$500.00,John Dunn,McGuireWoods Consulting
02/20/2015,Thompson,$500.00,John Dunn,McGuireWoods Consulting
01/15/2015,Dowell,$250.00,John Dunn,McGuireWoods Consulting
02/23/2015,Scott,$250.00,John Dunn,McGuireWoods Consulting
02/11/2015,O'Connor,$1000.00,John Dunn,McGuireWoods Consulting
01/15/2015,O'Shea,$250.00,John Dunn,McGuireWoods Consulting
03/26/2015,O'Connor,$1000.00,John Dunn,McGuireWoods Consulting
08/26/2015,Zalewski,$250.00,John Dunn,McGuireWoods Consulting
01/28/2015,Beale,$250.00,John Dunn,McGuireWoods Consulting
01/26/2015,Solis,$1000.00,John Dunn,McGuireWoods Consulting
01/15/2015,Hopkins,$250.00,John Dunn,McGuireWoods Consulting
01/21/2015,Laurino,$750.00,John Dunn,McGuireWoods Consulting
01/26/2015,NA,$250.00,John Dunn,McGuireWoods Consulting
01/26/2015,NA,$500.00,John Dunn,McGuireWoods Consulting
12/31/2015,NA,$0.00,Morgan Bassey,Harvestons Securities Inc
10/15/2015,Burke,$1500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/15/2015,Arena,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/01/2015,Mendoza,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/03/2015,Moore,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/18/2015,NA,$750.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/31/2015,NA,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,Ervin,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,Thompson,$300.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/15/2015,Burke,$1500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/22/2015,Laurino,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,Burke,$1500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/15/2015,O'Connor,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/22/2015,Austin,$400.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
08/26/2015,Osterman,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,O'Shea,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/15/2015,Munoz,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/26/2015,Preckwinkle,$750.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/15/2015,Sadlowski Garza,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/23/2015,Foulkes,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,Burnett,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/18/2015,Laurino,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/18/2015,Cardenas,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/01/2015,Arena,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
11/17/2015,Moore,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/12/2015,Hopkins,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,Reilly,$1500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/02/2015,NA,$750.00,Jeanette Sublett,"Neal & Leroy, LLC"
03/09/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/15/2015,Arena,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/26/2015,Tunney,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
07/20/2015,Zalewski,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,Tunney,$300.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/08/2015,Hopkins,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,O'Connor,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,O'Connor,$1000.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,Reilly,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,Arena,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/15/2015,Austin,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,NA,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/15/2015,Sadlowski Garza,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/07/2015,Burke,$450.00,Jeanette Sublett,"Neal & Leroy, LLC"
08/11/2015,Burke,$1500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/24/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,NA,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/02/2015,NA,$500.00,Jeanette Sublett,"Neal & Leroy, LLC"
11/17/2015,Moore,$350.00,Paul Williams,Paul Williams
03/24/2015,NA,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
04/08/2015,Cappleman,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,O'Connor,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/22/2015,Moore,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,Lopez,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/06/2015,Reilly,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,NA,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/26/2015,O'Connor,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,Moore,$300.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/25/2015,NA,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/18/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/10/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/12/2015,NA,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,NA,$2500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/18/2015,NA,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/23/2015,Cardenas,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
11/05/2015,Curtis,$200.00,Paul Williams,Paul Williams
09/15/2015,Scott,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
04/08/2015,Hairston,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
11/17/2015,Moore,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/19/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
04/08/2015,O'Connor,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/08/2015,Hopkins,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/20/2015,Burke,$1500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/22/2015,Harris,$300.00,Paul Williams,Paul Williams
01/21/2015,NA,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/15/2015,Austin,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/26/2015,NA,$100.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
05/08/2015,NA,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/23/2015,NA,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/30/2015,Maldonado,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
12/01/2015,Arena,$150.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/01/2015,Mendoza,$1000.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,NA,$3000.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
06/03/2015,NA,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
10/20/2015,Burke,$1500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
04/07/2015,Smith,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
03/23/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/30/2015,Moore,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/18/2015,NA,$375.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
09/16/2015,Laurino,$1000.00,Kevin Wolfberg,Schain Banks Kenny & Schwartz
11/02/2015,NA,$150.00,Daniel Shomon,DAN SHOMON INC.
11/06/2015,Hopkins,$1000.00,Jerry Mickelson,"Jam Productions, Ltd."
12/02/2015,NA,$125.00,Jerome Schain,Schain Banks Kenny & Schwartz
10/05/2015,Burns,$150.00,Robert Molaro,Robert S. Molaro & Associates
10/09/2015,O'Connor,$300.00,William Banks,Schain Banks Kenny & Schwartz
08/04/2015,Napolitano,$500.00,Kevin Wolfberg,Schain Banks Kenny & Schwartz
12/09/2015,NA,$300.00,Robert Molaro,Robert S. Molaro & Associates
10/20/2015,Moreno,$200.00,Jerome Schain,Schain Banks Kenny & Schwartz
05/21/2015,NA,$500.00,Kevin Wolfberg,Schain Banks Kenny & Schwartz
11/01/2015,NA,$0.00,John Suzuki,"Collateral Trustee, Inc"
02/10/2015,NA,$500.00,Kevin Wolfberg,Schain Banks Kenny & Schwartz
12/16/2015,Mell,$1500.00,Jerome Schain,Schain Banks Kenny & Schwartz
11/13/2015,Burnett,$250.00,Jerome Schain,Schain Banks Kenny & Schwartz
12/09/2015,NA,$100.00,Daniel Shomon,DAN SHOMON INC.
10/14/2015,Hairston,$300.00,Peter Cassel,"Silliman Group, LLC"
10/22/2015,Laurino,$250.00,Mary Minaghan dba MKM Services,MKM Services
01/09/2015,O'Shea,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
01/16/2015,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
12/10/2015,Hopkins,$250.00,Mary Minaghan dba MKM Services,MKM Services
10/22/2015,Mell,$250.00,Mary Minaghan dba MKM Services,MKM Services
10/21/2015,Reilly,$150.00,Jan Starr,Jan Starr
01/09/2015,NA,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
12/04/2015,Reilly,$1500.00,Mary Minaghan dba MKM Services,MKM Services
01/21/2015,Harris,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
12/14/2015,Austin,$500.00,Mary Minaghan dba MKM Services,MKM Services
11/11/2015,Mendoza,$150.00,Carol Stubblefield,"Neal & Leroy, LLC"
01/06/2015,Smith,$200.00,Graham Grady,Taft Stettinius & Hollister LLP
12/10/2015,Dowell,$250.00,Mary Minaghan dba MKM Services,MKM Services
01/21/2015,Mitts,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
12/03/2015,NA,$250.00,Jorge Perez,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA )
11/24/2015,Pawar,$250.00,Thomas Murphy,"Thomas J. Murphy, P.C."
02/11/2015,Hairston,$250.00,Paul Williams,Paul Williams
10/27/2015,NA,$500.00,John Doerrer,John Doerrer
11/27/2015,NA,$500.00,John Doerrer,John Doerrer
11/05/2015,Curtis,$200.00,Paul Williams,Paul Williams
02/16/2015,Burns,$250.00,Paul Williams,Paul Williams
07/23/2015,Sawyer,$325.00,Paul Williams,Paul Williams
11/17/2015,Moore,$350.00,Paul Williams,Paul Williams
12/23/2015,Zalewski,$250.00,Robert Markin,"Chico & Nunes, P.C."
04/03/2015,Curtis,$200.00,Paul Williams,Paul Williams
02/13/2015,Graham,$250.00,Paul Williams,Paul Williams
11/27/2015,NA,$200.00,John Doerrer,John Doerrer
12/14/2015,NA,$500.00,John Doerrer,John Doerrer
10/22/2015,Harris,$300.00,Paul Williams,Paul Williams
02/11/2015,Sawyer,$250.00,Paul Williams,Paul Williams
06/23/2015,Ervin,$250.00,Paul Williams,Paul Williams
10/01/2015,Mendoza,$1000.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/15/2015,Burke,$1500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/15/2015,Arena,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/15/2015,Burns,$500.00,Mark Fary,"Intergovernmental Consulting Group, Inc"
10/29/2015,NA,$100.00,Anne Fredd,"Neal & Leroy, LLC"
02/05/2015,Pope,$100.00,Sylvia Michas,"Chico & Nunes, P.C."
03/27/2015,Thompson,$100.00,Sylvia Michas,"Chico & Nunes, P.C."
10/14/2015,Hairston,$300.00,Mark Fary,"Intergovernmental Consulting Group, Inc"
10/06/2015,NA,$750.00,Anne Fredd,"Neal & Leroy, LLC"
06/24/2015,Burnett,$150.00,Sylvia Michas,"Chico & Nunes, P.C."
12/08/2015,Burnett,$500.00,Arnold Harris,Arnold Scott Harris PC
12/09/2015,Burke,$1500.00,Gery Chico,"Chico & Nunes, P.C."
11/23/2015,Lopez,$250.00,Gery Chico,"Chico & Nunes, P.C."
10/09/2015,Hopkins,$500.00,Arnold Harris,Arnold Scott Harris PC
10/19/2015,Burns,$1500.00,Gery Chico,"Chico & Nunes, P.C."
10/02/2015,NA,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,O'Shea,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Solis,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,NA,$250.00,Arnold Harris,Arnold Scott Harris PC
10/21/2015,Moreno,$500.00,Arnold Harris,Arnold Scott Harris PC
11/19/2015,NA,$200.00,Lenny Asaro,"Neal & Leroy, LLC"
10/14/2015,Burke,$1500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Tunney,$500.00,Arnold Harris,Arnold Scott Harris PC
12/22/2015,Harris,$750.00,Arnold Harris,Arnold Scott Harris PC
10/09/2015,O'Connor,$500.00,Arnold Harris,Arnold Scott Harris PC
10/29/2015,Lopez,$500.00,Arnold Harris,Arnold Scott Harris PC
12/01/2015,Pawar,$500.00,Gery Chico,"Chico & Nunes, P.C."
12/14/2015,Austin,$250.00,Sylvia Michas,"Chico & Nunes, P.C."
09/24/2015,Burke,$503.86,Marcus Nunes,"Chico & Nunes, P.C."
11/09/2015,NA,$3000.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Smith,$500.00,Arnold Harris,Arnold Scott Harris PC
10/14/2015,Harris,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Sawyer,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Reilly,$500.00,Arnold Harris,Arnold Scott Harris PC
12/08/2015,Thompson,$500.00,Arnold Harris,Arnold Scott Harris PC
10/02/2015,NA,$500.00,Lindsey Gayles,"CCS International, Inc"
11/04/2015,Burnett,$150.00,Lindsey Gayles,"CCS International, Inc"
12/12/2015,Austin,$150.00,Lindsey Gayles,"CCS International, Inc"
12/07/2015,Preckwinkle,$200.00,Lindsey Gayles,"CCS International, Inc"
10/02/2015,NA,$750.00,Richard Friedman,"Neal & Leroy, LLC"
10/12/2015,O'Connor,$200.00,Richard Friedman,"Neal & Leroy, LLC"
11/09/2015,Smith,$500.00,Rolando Acosta,Rolando Acosta
12/01/2015,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
11/11/2015,Lopez,$250.00,Jonathan Perman,The Perman Group
11/04/2015,Moreno,$1000.00,Rolando Acosta,Rolando Acosta
11/06/2015,Moore,$500.00,Rolando Acosta,Rolando Acosta
11/05/2015,Hopkins,$1000.00,Michael Ezgur,Michael Ezgur
11/29/2015,Smith,$100.00,Steven Friedland,"Applegate & Thorne-Thomsen, PC"
10/09/2015,Burnett,$500.00,Michael Ezgur,Michael Ezgur
10/16/2015,Laurino,$100.00,John Borovicka,"Alexander & Borovicka Government Solutions, LLC"
11/10/2015,Cappleman,$500.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
10/05/2015,O'Shea,$400.00,John Dunn,McGuireWoods Consulting
11/05/2015,Lopez,$250.00,John Borovicka,"Alexander & Borovicka Government Solutions, LLC"
09/28/2015,Mendoza,$500.00,John Dunn,McGuireWoods Consulting
12/07/2015,Mendoza,$100.00,Lisa Ouzounian,Comcast
12/01/2015,Solis,$500.00,John Dunn,McGuireWoods Consulting
12/08/2015,Moreno,$250.00,John Dunn,McGuireWoods Consulting
12/22/2015,Sadlowski Garza,$200.00,Paul Rosenfeld,"Government Navigation Group, Inc"
12/18/2015,Mell,$500.00,Paul Rosenfeld,"Government Navigation Group, Inc"
10/12/2015,Maldonado,$500.00,James Troutman,Troutman & Dams LLC
12/06/2015,Lopez,$250.00,John Dunn,McGuireWoods Consulting
12/30/2015,NA,$500.00,John Dunn,McGuireWoods Consulting
10/12/2015,O'Connor,$200.00,Richard Friedman,"Neal & Leroy, LLC"
10/02/2015,NA,$750.00,Richard Friedman,"Neal & Leroy, LLC"
10/22/2015,NA,$50.00,Jason Lunderman,Comcast
12/14/2015,Hopkins,$250.00,Sean OShea,"SPO Strategic Consulting, LLC"
10/05/2015,Moore,$500.00,James Troutman,Troutman & Dams LLC
12/15/2015,Sadlowski Garza,$200.00,Pat Doerr,Hospitality Business Association of Chicago
12/15/2015,Austin,$1000.00,Michael Brown,"Rory Group, LLC."
11/06/2015,Austin,$125.00,Kathy Brown,K. Brown and Associates Consulting LTD
12/03/2015,Burns,$250.00,David Narefsky,Mayer Brown LLP
12/10/2015,Hopkins,$250.00,Pat Doerr,Hospitality Business Association of Chicago
12/13/2015,Burns,$1500.00,Thomas Manion,"Rory Group, LLC."
10/15/2015,Hopkins,$1000.00,Jeffery Palo,"Rory Group, LLC."
11/17/2015,Moore,$250.00,Kathy Brown,K. Brown and Associates Consulting LTD
11/24/2015,Moore,$1000.00,Michael Brown,"Rory Group, LLC."
10/14/2015,Hairston,$100.00,Danielle Cassel,Vedder Price PC
11/10/2015,Austin,$500.00,Michael Brown,"Rory Group, LLC."
10/15/2015,NA,$1500.00,Mary Kate Daly,Ann & Robert H. Lurie Children's Hospital of Chicago
12/11/2015,Burns,$250.00,Kathy Brown,K. Brown and Associates Consulting LTD
11/28/2015,NA,$250.00,David Narefsky,Mayer Brown LLP
12/08/2015,Burke,$250.00,David Narefsky,Mayer Brown LLP
01/28/2015,NA,$250.00,James Banks,Law Offices of Samuel V.P.Banks
03/30/2015,Thompson,$500.00,James Banks,Law Offices of Samuel V.P.Banks
02/10/2015,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
02/19/2015,Hopkins,$500.00,James Banks,Law Offices of Samuel V.P.Banks
12/18/2015,Maldonado,$250.00,James Soreng,Resolute Consulting
12/31/2015,Arena,$250.00,James Soreng,Resolute Consulting
12/31/2015,NA,$0.00,Eric Locke,Astronics DME Corporation
12/31/2015,NA,$0.00,Eric Locke,Astronics DME Corporation
03/31/2015,O'Connor,$500.00,Bridget O'Keefe,Daspin & Aument
03/11/2015,Hopkins,$100.00,Donna Pugh,"Foley & Lardner, LLP"
12/16/2015,NA,$50.00,Donna Pugh,"Foley & Lardner, LLP"
01/22/2015,Smith,$250.00,Donna Pugh,"Foley & Lardner, LLP"
11/06/2015,Lopez,$250.00,Donna Pugh,"Foley & Lardner, LLP"
06/25/2015,Burns,$100.00,Donna Pugh,"Foley & Lardner, LLP"
01/14/2015,Burnett,$250.00,Bridget O'Keefe,Daspin & Aument
12/01/2015,Burke,$500.00,Bridget O'Keefe,Daspin & Aument
01/13/2015,Smith,$100.00,Bridget O'Keefe,Daspin & Aument
01/13/2015,Smith,$100.00,Bridget O'Keefe,Daspin & Aument
11/02/2015,Mendoza,$650.00,Donna Pugh,"Foley & Lardner, LLP"
01/14/2015,Burnett,$250.00,Bridget O'Keefe,Daspin & Aument
12/01/2015,Burke,$500.00,Bridget O'Keefe,Daspin & Aument
02/11/2015,Hopkins,$100.00,Donna Pugh,"Foley & Lardner, LLP"
03/31/2015,O'Connor,$500.00,Bridget O'Keefe,Daspin & Aument
01/06/2015,Arena,$50.00,Donna Pugh,"Foley & Lardner, LLP"
03/19/2015,O'Connor,$250.00,Donna Pugh,"Foley & Lardner, LLP"
07/20/2015,Mendoza,$250.00,Donna Pugh,"Foley & Lardner, LLP"
02/12/2015,Tunney,$250.00,Bridget O'Keefe,Daspin & Aument
12/01/2015,Burke,$500.00,Bridget O'Keefe,Daspin & Aument
02/12/2015,Tunney,$250.00,Bridget O'Keefe,Daspin & Aument
12/10/2015,Dowell,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
12/01/2015,Burns,$1000.00,David Doig,Chicago Neighborhood Initiatives
12/09/2015,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
12/17/2015,NA,$50.00,Tariq Malhance,"J.J.B. Hilliard, W.L. Lyons LLC"
03/31/2015,O'Connor,$500.00,Bridget O'Keefe,Daspin & Aument
12/01/2015,Burke,$500.00,Bridget O'Keefe,Daspin & Aument
01/13/2015,Smith,$100.00,Bridget O'Keefe,Daspin & Aument
01/14/2015,Burnett,$250.00,Bridget O'Keefe,Daspin & Aument
02/12/2015,Tunney,$250.00,Bridget O'Keefe,Daspin & Aument
06/08/2012,Mell,$150.00,Joseph Cini,"Global Solutions Group, LLC"
08/21/2012,NA,$150.00,Michael Houlihan,"ALL-CIRCO, Inc."
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
07/15/2014,NA,$1000.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
10/02/2013,Burke,$1500.00,Edward Kus,Shefsky & Froelich Ltd.
04/03/2012,Zalewski,$250.00,Joseph Cini,"Global Solutions Group, LLC"
09/10/2013,Reilly,$100.00,Steven Bauer,Ungaretti & Harris LLP
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/20/2015,Thompson,$250.00,Robert Repel,Robert Repel
06/06/2013,NA,$1000.00,Yafawn Smith,Comcast
03/27/2015,Scott,$1500.00,Michael Sutton,"Infrastructure Engineering, Inc."
06/30/2012,Reilly,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
03/21/2013,Burnett,$1500.00,Kevin Wolfberg,"Schain, Buney, Banks & Kenny, Ltd."
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/16/2015,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/15/2012,Moreno,$500.00,James Banks,Law Offices of Samuel V.P.Banks
12/19/2012,Cardenas,$250.00,Edward Kus,Shefsky & Froelich Ltd.
09/25/2013,O'Connor,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
02/18/2014,Fioretti,$250.00,Robert Repel,Robert Repel
06/23/2014,Fioretti,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
01/16/2015,Burns,$300.00,Edward Kus,Taft Stettinius & Hollister LLP
06/26/2013,Tunney,$300.00,Sam Toia,Illinois Restaurant Association
09/25/2013,O'Connor,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
09/27/2012,NA,$200.00,Michael Sutton,Infrastructure Engineering Inc
09/12/2014,Pawar,$250.00,Paul Rosenfeld,"Government Navigation Group, Inc"
03/20/2013,Arena,$500.00,Kevin Wolfberg,"Schain, Buney, Banks & Kenny, Ltd."
09/25/2013,Austin,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
12/04/2013,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/31/2015,NA,$2500.00,Terry Teele,"Urban Strategies, Inc."
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
06/01/2013,NA,$125.00,Margaret Houlihan Smith,United Airlines
10/15/2014,Laurino,$500.00,Kevin Wolfberg,"Schain, Banks, Kenny & Schwartz, Ltd."
11/06/2013,NA,$100.00,Richard Joseph,Concessions International LLC
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/06/2013,Hairston,$150.00,Edward Kus,Shefsky & Froelich Ltd.
09/10/2013,Reilly,$500.00,James Banks,Law Offices of Samuel V.P.Banks
09/25/2013,Austin,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
06/30/2012,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
06/14/2012,Waguespack,$250.00,James Banks,Law Offices of Samuel V.P.Banks
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/19/2013,NA,$1000.00,James Banks,Law Offices of Samuel V.P.Banks
03/18/2014,Burns,$500.00,Richard Joseph,Concessions International LLC
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/13/2012,Austin,$1000.00,William Smith,Cornerstone Government Affairs
09/09/2014,Burnett,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
07/18/2013,Thompson,$750.00,Michael Sutton,"Infrastructure Engineering, Inc."
