CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
14043,01/01/2016,03/31/2016,02/18/2016,Carlos for Chicago,$500.00,33841,Michael,Ezgur,06/07/2016
14061,01/01/2016,03/31/2016,03/23/2016,Citizens for Tunney,$250.00,33941,Bridget,O'Keefe,06/09/2016
14082,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34021,MICHAEL,KASPER,06/13/2016
14086,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34022,COURTNEY,NOTTAGE,06/13/2016
14085,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34022,COURTNEY,NOTTAGE,06/13/2016
14087,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34022,COURTNEY,NOTTAGE,06/13/2016
14092,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34023,David,Dring,06/13/2016
14091,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34023,David,Dring,06/13/2016
14088,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34022,COURTNEY,NOTTAGE,06/13/2016
14081,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34021,MICHAEL,KASPER,06/13/2016
14083,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34021,MICHAEL,KASPER,06/13/2016
14090,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34023,David,Dring,06/13/2016
14089,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34023,David,Dring,06/13/2016
14084,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34021,MICHAEL,KASPER,06/13/2016
14101,01/01/2016,03/31/2016,01/20/2016,citizens for Reilly,$1000.00,34101,John,George,06/15/2016
14121,01/01/2016,03/31/2016,02/17/2016,Citizens for Reilly,$500.00,34124,Michael,Houlihan,06/15/2016
14102,01/01/2016,03/31/2016,03/09/2016,25th Ward Regular Democratic Organization,$1500.00,34101,John,George,06/15/2016
14141,01/01/2016,03/31/2016,03/09/2016,Citizens for Michelle Harris,$100.00,34141,Jenelle,Alexander,06/16/2016
14161,01/01/2016,03/31/2016,03/02/2016,Alderman Ervin,$150.00,34201,O. Kate,Tragesser,06/20/2016
14203,04/01/2016,06/30/2016,06/09/2016,"Friends of Walter Burnett, Jr.",$500.00,29709,Jerry,Mickelson,06/30/2016
14201,04/01/2016,06/30/2016,06/02/2016,Citizens for Deb Mell,$500.00,29709,Jerry,Mickelson,06/30/2016
14221,04/01/2016,06/30/2016,06/27/2016,Susana Mendoza,$250.00,30024,Jan,Starr,06/30/2016
14202,04/01/2016,06/30/2016,06/02/2016,Friends of Christine Benson,$500.00,29709,Jerry,Mickelson,06/30/2016
14181,04/01/2016,06/30/2016,05/02/2016,Hopkins for Chicago,$100.00,30507,Jordan,Matyas,06/30/2016
14241,04/01/2016,06/30/2016,06/21/2016,Mike Carbonargi,$50.00,29601,Catherine,O'Malley,07/01/2016
14261,01/01/2016,03/31/2016,03/02/2016,Alderman Ervin,$150.00,34341,O. Kate,Tragesser,07/01/2016
14281,04/01/2016,06/30/2016,05/17/2016,Friends of Marge Laurino,$500.00,33723,William,Griffin,07/02/2016
14282,04/01/2016,06/30/2016,05/24/2016,Friends of Brian Hopkins,$500.00,33723,William,Griffin,07/02/2016
14305,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34022,COURTNEY,NOTTAGE,07/06/2016
14303,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34022,COURTNEY,NOTTAGE,07/06/2016
14302,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34022,COURTNEY,NOTTAGE,07/06/2016
14304,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34022,COURTNEY,NOTTAGE,07/06/2016
14321,04/01/2016,06/30/2016,04/01/2016,None,$0.00,32363,Brendan,Shiller,07/06/2016
14301,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34022,COURTNEY,NOTTAGE,07/06/2016
14341,04/01/2016,06/30/2016,06/30/2016,N/A,$0.00,29744,Morgan,Bassey,07/06/2016
14435,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34502,David,Dring,07/07/2016
14431,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34502,David,Dring,07/07/2016
14433,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34502,David,Dring,07/07/2016
14369,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34442,COURTNEY,NOTTAGE,07/07/2016
14437,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34502,David,Dring,07/07/2016
14361,01/01/2016,03/31/2016,02/27/2016,Ervin for Committeeman,$500.00,34441,Michael,Ezgur,07/07/2016
14368,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34021,MICHAEL,KASPER,07/07/2016
14372,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34442,COURTNEY,NOTTAGE,07/07/2016
14441,04/01/2016,06/30/2016,06/21/2016,Kurt Summers,$150.00,30330,Daniel,Shomon,07/07/2016
14373,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14443,04/01/2016,06/30/2016,03/22/2016,Gilbert Villegas,$250.00,30330,Daniel,Shomon,07/07/2016
14429,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34501,MICHAEL,KASPER,07/07/2016
14370,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34442,COURTNEY,NOTTAGE,07/07/2016
14402,04/01/2016,06/30/2016,06/30/2016,Friends of George A Cardenas,$250.00,29123,James,Watson,07/07/2016
14424,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34501,MICHAEL,KASPER,07/07/2016
14383,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34023,David,Dring,07/07/2016
14432,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34502,David,Dring,07/07/2016
14364,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34021,MICHAEL,KASPER,07/07/2016
14375,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14378,01/01/2016,03/31/2016,03/30/2016,Alderman Danny Solis,$500.00,34443,Malcolm,Weems,07/07/2016
14426,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34501,MICHAEL,KASPER,07/07/2016
14422,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34501,MICHAEL,KASPER,07/07/2016
14439,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34502,David,Dring,07/07/2016
14428,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34501,MICHAEL,KASPER,07/07/2016
14381,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34023,David,Dring,07/07/2016
14442,04/01/2016,06/30/2016,06/24/2016,Deb Mell,$150.00,30330,Daniel,Shomon,07/07/2016
14382,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34023,David,Dring,07/07/2016
14434,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34502,David,Dring,07/07/2016
14366,04/01/2016,06/30/2016,06/22/2016,Hopkins for Chicago,$300.00,34021,MICHAEL,KASPER,07/07/2016
14376,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14380,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34023,David,Dring,07/07/2016
14436,01/01/2016,03/31/2016,02/24/2016,Alderman Carrie M. Austin,$500.00,34502,David,Dring,07/07/2016
14401,04/01/2016,06/30/2016,06/29/2016,Citizens for Deb Mell,$250.00,29123,James,Watson,07/07/2016
14438,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34502,David,Dring,07/07/2016
14374,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14444,04/01/2016,06/30/2016,05/20/2016,Brendan Reilly,$150.00,30330,Daniel,Shomon,07/07/2016
14430,01/01/2016,03/31/2016,02/23/2016,12th Ward Democratic Organization,$500.00,34501,MICHAEL,KASPER,07/07/2016
14425,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34501,MICHAEL,KASPER,07/07/2016
14362,01/01/2016,03/31/2016,02/18/2016,Citizens for Deb Mell,$500.00,34441,Michael,Ezgur,07/07/2016
14363,01/01/2016,03/31/2016,02/18/2016,Carlos for Chicago,$500.00,34441,Michael,Ezgur,07/07/2016
14427,01/01/2016,03/31/2016,02/23/2016,Alderman Scott Waguespack,$500.00,34501,MICHAEL,KASPER,07/07/2016
14421,04/01/2016,06/30/2016,06/30/2016,Jeff Rock,$0.00,30055,Jeff,Rock,07/07/2016
14461,04/01/2016,06/30/2016,06/15/2016,19th Ward Committee,$250.00,29023,Paul,Williams,07/07/2016
14377,04/01/2016,06/30/2016,06/22/2016,24th Ward Democratic Organization Ald. Michael Scott,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14367,04/01/2016,06/30/2016,06/22/2016,Friends of Carrie M. Austin,$300.00,34021,MICHAEL,KASPER,07/07/2016
14365,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34021,MICHAEL,KASPER,07/07/2016
14371,01/01/2016,03/31/2016,02/24/2016,11th Ward Democratic Party Campaign Committee,$300.00,34442,COURTNEY,NOTTAGE,07/07/2016
14423,04/01/2016,06/30/2016,06/22/2016,Citizens for Joe Moore,$300.00,34501,MICHAEL,KASPER,07/07/2016
14379,04/01/2016,06/30/2016,06/22/2016,Citizens for Deb Mell,$300.00,34023,David,Dring,07/07/2016
14482,04/01/2016,06/30/2016,06/28/2016,Burnham Committee,$200.00,30501,Samuel,Polsky,07/11/2016
14481,04/01/2016,06/30/2016,05/01/2016,None,$0.00,29301,John,Suzuki,07/11/2016
14524,04/01/2016,06/30/2016,05/23/2016,Friends of Carrie M Austin,$500.00,30434,Arnold,Harris,07/12/2016
14561,04/01/2016,06/30/2016,06/09/2016,Citizens for Joe Moore,$250.00,28941,Beth,Doria,07/12/2016
14527,04/01/2016,06/30/2016,06/08/2016,Friends of Walter Burnett Jr,$500.00,30434,Arnold,Harris,07/12/2016
14503,04/01/2016,06/30/2016,05/06/2016,FRIENDS OF GARZA,$250.00,29932,John,Doerrer,07/12/2016
14525,04/01/2016,06/30/2016,05/31/2016,Friends of Patrick D Thompson,$1000.00,30434,Arnold,Harris,07/12/2016
14562,04/01/2016,06/30/2016,04/11/2016,Hopkins for Chicago,$250.00,32681,Robert,Molaro,07/12/2016
14563,04/01/2016,06/30/2016,05/16/2016,Friends of Margaret Laurino,$200.00,32681,Robert,Molaro,07/12/2016
14530,04/01/2016,06/30/2016,06/08/2016,24th Ward Democratic Organization,$500.00,30434,Arnold,Harris,07/12/2016
14506,04/01/2016,06/30/2016,05/27/2016,FRIENDS OF CARDENAS,$500.00,29932,John,Doerrer,07/12/2016
14502,04/01/2016,06/30/2016,05/04/2016,FRIENDS FOR LAURINO,$500.00,29932,John,Doerrer,07/12/2016
14504,04/01/2016,06/30/2016,05/06/2016,FREIENDS OF CARRIE AUSTIN,$500.00,29932,John,Doerrer,07/12/2016
14521,04/01/2016,06/30/2016,05/12/2016,Citizens for Joe Moore,$1500.00,30434,Arnold,Harris,07/12/2016
14509,04/01/2016,06/30/2016,06/07/2016,CITIZENS FOR DEB MELL,$250.00,29932,John,Doerrer,07/12/2016
14564,04/01/2016,06/30/2016,06/01/2016,Citizens for Deb Mell,$150.00,32681,Robert,Molaro,07/12/2016
14507,04/01/2016,06/30/2016,05/27/2016,CITIZENS FOR JOE MOORE,$500.00,29932,John,Doerrer,07/12/2016
14508,04/01/2016,06/30/2016,05/27/2016,FRIENDS OF PAT THOMPSOM,$500.00,29932,John,Doerrer,07/12/2016
14505,04/01/2016,06/30/2016,05/24/2016,FRIENDS OF LOPEZ,$500.00,29932,John,Doerrer,07/12/2016
14528,04/01/2016,06/30/2016,06/08/2016,19th Ward Democratic Organization,$500.00,30434,Arnold,Harris,07/12/2016
14522,04/01/2016,06/30/2016,05/16/2016,Freinds of Margaret Laurino,$500.00,30434,Arnold,Harris,07/12/2016
14529,04/01/2016,06/30/2016,06/08/2016,Friends for Proco Joe Moreno,$500.00,30434,Arnold,Harris,07/12/2016
14510,04/01/2016,06/30/2016,06/15/2016,FRIENDS OF MICHELE HARRIS,$250.00,29932,John,Doerrer,07/12/2016
14541,01/01/2016,03/31/2016,03/13/2016,Friends of Sophia King,$100.00,34621,Ted,Hamer,07/12/2016
14501,04/01/2016,06/30/2016,04/28/2016,HOPKINS FOR CHICAGO,$500.00,29932,John,Doerrer,07/12/2016
14526,04/01/2016,06/30/2016,05/31/2016,Friends of George A Cardenas,$500.00,30434,Arnold,Harris,07/12/2016
14523,04/01/2016,06/30/2016,05/23/2016,Hopkins for Chicago,$1500.00,30434,Arnold,Harris,07/12/2016
14581,01/01/2016,03/31/2016,02/18/2016,Citizens for Deb Mell,$250.00,34661,Joseph,Gattuso,07/13/2016
14623,01/01/2016,03/31/2016,02/09/2016,Alderman Jason Ervin,$250.00,34683,Sylvia,Michas,07/13/2016
14622,01/01/2016,03/31/2016,03/11/2016,Michelle Harris for City Clerk,$1000.00,34681,Gery,Chico,07/13/2016
14602,04/01/2016,06/30/2016,05/16/2016,Alderman Margaret Laurino,$250.00,32227,Donna,Pugh,07/13/2016
14582,01/01/2016,03/31/2016,03/06/2016,Patrick O'Connor,$100.00,34661,Joseph,Gattuso,07/13/2016
14601,04/01/2016,06/30/2016,05/16/2016,Friends of Susana Mendoza,$44.00,32227,Donna,Pugh,07/13/2016
14583,01/01/2016,03/31/2016,02/29/2016,John Arena,$500.00,34661,Joseph,Gattuso,07/13/2016
14603,04/01/2016,06/30/2016,05/31/2016,Alderman Raymond Lopez,$250.00,32227,Donna,Pugh,07/13/2016
14621,01/01/2016,03/31/2016,02/22/2016,12th Ward Regular Democratic Organization,$1000.00,34681,Gery,Chico,07/13/2016
14702,01/01/2016,03/31/2016,02/09/2016,Alderman Jason Ervin,$250.00,34801,Sylvia,Michas,07/14/2016
14690,04/01/2016,06/30/2016,05/27/2016,Citizens for Reilly,$1500.00,30012,Sarah,Calder,07/14/2016
14694,04/01/2016,06/30/2016,05/18/2016,Friends of Margaret Laurino,$500.00,34781,Gery,Chico,07/14/2016
14683,04/01/2016,06/30/2016,05/13/2016,Friends of Carrie M. Austin,$500.00,30012,Sarah,Calder,07/14/2016
14661,01/01/2016,03/31/2016,03/11/2016,Michelle Harris for City Clerk,$1000.00,34762,Gery,Chico,07/14/2016
14641,01/01/2016,03/31/2016,03/11/2016,Michelle Harris for City Clerk,$1000.00,34741,Gery,Chico,07/14/2016
14697,04/01/2016,06/30/2016,06/27/2016,Burnham Committee,$1500.00,34781,Gery,Chico,07/14/2016
14692,04/01/2016,06/30/2016,06/28/2016,Citizens for Michael Scott Jr.,$250.00,30012,Sarah,Calder,07/14/2016
14691,04/01/2016,06/30/2016,05/13/2016,Friends of Roderick T. Sawyer,$500.00,30012,Sarah,Calder,07/14/2016
14685,04/01/2016,06/30/2016,05/13/2016,Hopkins for Chicago,$250.00,30012,Sarah,Calder,07/14/2016
14663,01/01/2016,03/31/2016,02/09/2016,Alderman Jason Ervin,$250.00,34763,Sylvia,Michas,07/14/2016
14682,01/01/2016,03/31/2016,02/22/2016,12th Ward Regular Democratic Organization,$1000.00,34781,Gery,Chico,07/14/2016
14642,01/01/2016,03/31/2016,02/22/2016,12th Ward Regular Democratic Organization,$1000.00,34741,Gery,Chico,07/14/2016
14687,04/01/2016,06/30/2016,05/27/2016,Citizens for Deb Mell,$150.00,30012,Sarah,Calder,07/14/2016
14696,04/01/2016,06/30/2016,06/23/2016,Citizens for Joe Moreno,$100.00,34781,Gery,Chico,07/14/2016
14662,01/01/2016,03/31/2016,02/22/2016,12th Ward Regular Democratic Organization,$1000.00,34762,Gery,Chico,07/14/2016
14686,04/01/2016,06/30/2016,06/28/2016,Friends of Sophia King,$250.00,30012,Sarah,Calder,07/14/2016
14643,01/01/2016,03/31/2016,02/09/2016,Alderman Jason Ervin,$250.00,34742,Sylvia,Michas,07/14/2016
14693,04/01/2016,06/30/2016,05/18/2016,Citizens to Elect Susan Sadlowski-Garza,$150.00,34781,Gery,Chico,07/14/2016
14695,04/01/2016,06/30/2016,06/14/2016,Friends of Walter Burnett,$150.00,34781,Gery,Chico,07/14/2016
14644,04/01/2016,06/30/2016,06/30/2016,N/A,$0.00,29402,Brittany,Peterson,07/14/2016
14681,01/01/2016,03/31/2016,03/11/2016,Michelle Harris for City Clerk,$1000.00,34781,Gery,Chico,07/14/2016
14684,04/01/2016,06/30/2016,05/13/2016,Friends of George A. Cardenas,$500.00,30012,Sarah,Calder,07/14/2016
14688,04/01/2016,06/30/2016,06/15/2016,Citizens for Joe Moore,$250.00,30012,Sarah,Calder,07/14/2016
14689,04/01/2016,06/30/2016,05/13/2016,Citizens for Patrick O'Connor,$500.00,30012,Sarah,Calder,07/14/2016
14701,04/01/2016,06/30/2016,06/23/2016,Chicago Progressive Caucus,$100.00,30375,Danielle,Cassel,07/14/2016
14744,04/01/2016,06/30/2016,06/30/2016,Friends of Carbonargi,$200.00,29866,Jeanette,Sublett,07/15/2016
14762,04/01/2016,06/30/2016,05/27/2016,42nd Ward Democratic Organization,$1000.00,34223,Michael,Alexander,07/15/2016
14721,01/01/2016,03/31/2016,02/09/2016,Alderman Jason Ervin,$250.00,34881,Sylvia,Michas,07/15/2016
14782,04/01/2016,06/30/2016,05/13/2016,Friends of Margaret Laurino,$750.00,31921,Langdon,Neal,07/15/2016
14781,04/01/2016,06/30/2016,05/22/2016,Alderman Carrie Austin,$250.00,29865,Terrance,Diamond,07/15/2016
14783,04/01/2016,06/30/2016,05/13/2016,Friends of Roderick Sawyer,$1000.00,31921,Langdon,Neal,07/15/2016
14764,04/01/2016,06/30/2016,06/02/2016,Citizens for Deb Mell,$500.00,34223,Michael,Alexander,07/15/2016
14761,04/01/2016,06/30/2016,05/19/2016,Citizens for Brendan Reilly,$1500.00,34261,John,Borovicka,07/15/2016
14763,04/01/2016,06/30/2016,05/27/2016,Citizens for Brendan Reilly,$500.00,34223,Michael,Alexander,07/15/2016
14741,04/01/2016,06/30/2016,04/20/2016,Democratic Majority (Mike Madigan),$250.00,29866,Jeanette,Sublett,07/15/2016
14743,04/01/2016,06/30/2016,06/28/2016,Citizens for Patrick J. O'Connor,$250.00,29866,Jeanette,Sublett,07/15/2016
14784,04/01/2016,06/30/2016,05/13/2016,Friends of Susan Sadlowski-Garza,$500.00,31921,Langdon,Neal,07/15/2016
14742,04/01/2016,06/30/2016,06/28/2016,The Burnham Committee,$1000.00,29866,Jeanette,Sublett,07/15/2016
14801,04/01/2016,06/30/2016,05/24/2016,Hopkins for Chicago,$500.00,29707,Mary,Minaghan dba MKM Services,07/17/2016
14848,04/01/2016,06/30/2016,05/01/2016,Friends of Gilbert Viegas,$1000.00,31005,Thomas,Livingston,07/18/2016
14861,04/01/2016,06/30/2016,06/15/2016,Citizens for Joe Moore,$250.00,34949,Sarah,Calder,07/18/2016
14849,04/01/2016,06/30/2016,06/09/2016,Ald. Matt O'Shea,$150.00,34821,Graham,Grady,07/18/2016
14826,04/01/2016,06/30/2016,05/27/2016,Citizens for Brendan Reilly,$500.00,34944,Michael,Alexander,07/18/2016
14858,04/01/2016,06/30/2016,05/13/2016,Hopkins for Chicago,$250.00,34949,Sarah,Calder,07/18/2016
14824,04/01/2016,06/30/2016,06/02/2016,Citizens for Deb Mell,$500.00,34944,Michael,Alexander,07/18/2016
14850,01/01/2016,03/31/2016,02/25/2016,Friends of John D'Amico,$1500.00,34949,Sarah,Calder,07/18/2016
14823,04/01/2016,06/30/2016,06/14/2016,Ald. Burnett,$500.00,34662,Edward,Kus,07/18/2016
14846,04/01/2016,06/30/2016,06/17/2016,Summers for Chicago,$50.00,33981,Patrick,Carey,07/18/2016
14845,04/01/2016,06/30/2016,06/07/2016,Friends of Patrick Thompson,$500.00,33981,Patrick,Carey,07/18/2016
14847,04/01/2016,06/30/2016,05/01/2016,Friends of Tony Foulkes,$500.00,31005,Thomas,Livingston,07/18/2016
14827,04/01/2016,06/30/2016,06/16/2016,19th Ward Democratic Organization,$500.00,29956,Mary Kay,Bonoma,07/18/2016
14844,04/01/2016,06/30/2016,06/12/2016,Friends of Sofia King,$250.00,33981,Patrick,Carey,07/18/2016
14860,04/01/2016,06/30/2016,05/13/2016,Friends of Carrie M. Austin,$500.00,34949,Sarah,Calder,07/18/2016
14857,04/01/2016,06/30/2016,05/13/2016,Friends of George A. Cardenas,$500.00,34949,Sarah,Calder,07/18/2016
14822,04/01/2016,06/30/2016,05/17/2016,Ald. Laurino,$500.00,34662,Edward,Kus,07/18/2016
14852,04/01/2016,06/30/2016,06/28/2016,Friends of Sophia King,$250.00,34949,Sarah,Calder,07/18/2016
14821,04/01/2016,06/30/2016,04/21/2016,Ald. Hopkins,$250.00,34662,Edward,Kus,07/18/2016
14855,04/01/2016,06/30/2016,05/27/2016,Citizens for Reilly,$1500.00,34949,Sarah,Calder,07/18/2016
14825,04/01/2016,06/30/2016,05/27/2016,42nd Ward Democratic Organization,$1000.00,34944,Michael,Alexander,07/18/2016
14853,04/01/2016,06/30/2016,05/13/2016,Citizens for Patrick O'Connor,$500.00,34949,Sarah,Calder,07/18/2016
14856,04/01/2016,06/30/2016,05/13/2016,Friends of Roderick T. Sawyer,$500.00,34949,Sarah,Calder,07/18/2016
14851,04/01/2016,06/30/2016,06/28/2016,Citizens for Michael Scott Jr.,$250.00,34949,Sarah,Calder,07/18/2016
14842,04/01/2016,06/30/2016,06/07/2016,Ald Patrick Thompson,$500.00,30245,John,Dunn,07/18/2016
14859,04/01/2016,06/30/2016,05/27/2016,19th Ward Democratic Organization,$250.00,34949,Sarah,Calder,07/18/2016
14841,04/01/2016,06/30/2016,06/12/2016,Ald Sophia King,$250.00,30245,John,Dunn,07/18/2016
14854,04/01/2016,06/30/2016,05/27/2016,Citizens for Deb Mell,$150.00,34949,Sarah,Calder,07/18/2016
14843,04/01/2016,06/30/2016,05/17/2016,Burnham Committee,$1000.00,30245,John,Dunn,07/18/2016
14903,01/01/2016,03/31/2016,02/18/2016,Citizens for Deb Mell,$500.00,35001,Michael,Ezgur,07/19/2016
14922,01/01/2016,03/31/2016,03/10/2016,Citizens for Emma Mitts,$250.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14908,01/01/2016,03/31/2016,03/03/2016,Friends of George Cardenas,$250.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14907,04/01/2016,06/30/2016,06/12/2016,Friends of Sofia King,$250.00,35002,Patrick,Carey,07/19/2016
14943,04/01/2016,06/30/2016,06/21/2016,42nd Ward Democratic Organization,$500.00,30437,Robert,Gamrath,07/19/2016
14905,04/01/2016,06/30/2016,06/17/2016,Summers for Chicago,$50.00,35002,Patrick,Carey,07/19/2016
14906,04/01/2016,06/30/2016,06/07/2016,Friends of Patrick Thompson,$500.00,35002,Patrick,Carey,07/19/2016
14914,04/01/2016,06/30/2016,05/24/2016,Hopkins for Chicago,$500.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14923,01/01/2016,03/31/2016,02/23/2016,Citizens for Michelle Harris,$500.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14911,01/01/2016,03/31/2016,03/10/2016,Citizens for Emma Mitts,$250.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14927,01/01/2016,03/31/2016,03/03/2016,Friends of George Cardenas,$250.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14931,01/01/2016,03/31/2016,03/30/2016,25th Ward Regular Democratic Org.,$1000.00,35022,Rolando,Acosta,07/19/2016
14928,04/01/2016,06/30/2016,05/24/2016,Hopkins for Chicago,$500.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14941,04/01/2016,06/30/2016,05/16/2016,Hopkins For Chicago,$500.00,31801,Jeffrey,Glass,07/19/2016
14925,01/01/2016,03/31/2016,03/04/2016,Citizens for Carrie Austin,$500.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14929,01/01/2016,03/31/2016,02/14/2016,Friends of Ricardo Munoz,$250.00,35022,Rolando,Acosta,07/19/2016
14930,01/01/2016,03/31/2016,02/24/2016,citizens for Waguespack,$500.00,35022,Rolando,Acosta,07/19/2016
14913,01/01/2016,03/31/2016,03/04/2016,Citizens for Carrie Austin,$500.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14901,04/01/2016,06/30/2016,06/13/2016,19th Ward Democratic Org,$250.00,30210,Paul,Rosenfeld,07/19/2016
14926,01/01/2016,03/31/2016,02/18/2016,Citizens for Deb Mell,$250.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14912,01/01/2016,03/31/2016,02/18/2016,Citizens for Deb Mell,$250.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14924,01/01/2016,03/31/2016,03/10/2016,Citizens for Reboyras,$150.00,35021,Mary,Minaghan dba MKM Services,07/19/2016
14881,04/01/2016,06/30/2016,05/26/2016,Friends of Carrie M. Austin,$150.00,33482,Gyata,Kimmons,07/19/2016
14909,01/01/2016,03/31/2016,02/23/2016,Citizens for Michelle Harris,$500.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14902,01/01/2016,03/31/2016,02/27/2016,Ervin for Committeeman,$500.00,35001,Michael,Ezgur,07/19/2016
14910,01/01/2016,03/31/2016,03/10/2016,Citizens for Reboyras,$150.00,35003,Mary,Minaghan dba MKM Services,07/19/2016
14942,04/01/2016,06/30/2016,05/22/2016,Hopkins for Chicago,$500.00,30437,Robert,Gamrath,07/19/2016
14904,01/01/2016,03/31/2016,02/18/2016,Carlos for Chicago,$500.00,35001,Michael,Ezgur,07/19/2016
15048,04/01/2016,06/30/2016,06/21/2016,Citizens for Waguespack,$50.00,30337,Pat,Doerr,07/20/2016
14961,04/01/2016,06/30/2016,05/26/2016,Friends of Carrie Austin,$150.00,31561,Kathy,Brown,07/20/2016
15010,04/01/2016,06/30/2016,05/05/2016,Friends of Margaret Laurino,$500.00,29951,Thomas,Murphy,07/20/2016
15008,04/01/2016,06/30/2016,06/22/2016,Citizens for Reilly,$250.00,34948,Jerome,Schain,07/20/2016
15001,04/01/2016,06/30/2016,02/05/2016,Michelle Smith Contribution,$750.00,34948,Jerome,Schain,07/20/2016
14986,04/01/2016,06/30/2016,06/14/2016,"Friends of Walter Burnett, Jr",$1000.00,35001,Michael,Ezgur,07/20/2016
15003,04/01/2016,06/30/2016,02/16/2016,33rd Ward Regular Democratic,$2000.00,34948,Jerome,Schain,07/20/2016
